ID,Title,Publication Date,Language,Published In,Is Open Access,Open Access Status,URL,Type,Authors
W1538178951,The Study and Application of Object-oriented Hyper-graph Spatio-temporal Reasoning Model,2007-12-31,en,Springer eBooks,false,closed,https://doi.org/10.1007/978-3-540-36998-1_9,ebook platform,"Zhenguo Niu,Jing Luo,Weihong Cui"
W1538231526,A Primal-Dual Approximation Algorithm for the Survivable Network Design Problem in Hypergraphs (New Developments of Theory of Computation and Algorithms),2001-05-01,en,数理解析研究所講究録,false,closed,http://ci.nii.ac.jp/naid/110000165344,journal,"俊秀 茨木,仁 永持"
W1538928855,CGMA: A novel conceptual graph matching algorithm,1993-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-57454-9_20,book series,"Gi-Chul Yang,Young B. Choi,Jonathan C. Oh"
W1539143928,Mental graphemic representations (MGRs),2012-01-01,en,,false,closed,https://digitalcommons.usu.edu/comd_facpub/194/,article,"Kenn Apel,Julie J. Masterson,Julie A. Wolter"
W1539479527,Graph Summaries for Subgraph Frequency Estimation,2008-05-23,en,Springer eBooks,false,closed,https://doi.org/10.1007/978-3-540-68234-9_38,ebook platform,"Amit Sheth,Kemafor Anyanwu,Paul Schliekelman,Angela Maduko"
W1539757365,Centroid-based clustering for graph datasets,2012-11-01,en,Deleted Journal,false,closed,https://www.researchgate.net/profile/Lifei_Chen2/publication/261342702_Centroid-based_clustering_for_graph_datasets/links/5465f0790cf2f5eb1801597c.pdf?origin=publication_detail,journal,"Lifei Chen,Shengrui Wang,Xuanhui Yan"
W1541003297,Optimisation à base de flot de graphe pour l'acquisition d'informations 3D à partir de séquences d'images,2003-01-01,en,,false,closed,http://artis.imag.fr/Publications/2003/PS03a/cfao.pdf,article,"François X. Sillion,Sylvain Paris"
W1542139049,Associative Version of the Ramalingam Decremental Algorithm for Dynamic Updating the Single-Sink Shortest-Paths Subgraph,2009-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-642-03275-2_26,book series,Anna Nepomniaschaya
W1542644545,SQL2Neo: Moving health-care data from relational to graph databases,2015-06-01,en,,false,closed,https://doi.org/10.1109/iadcc.2015.7154801,article,"Karamjit Kaur,Manpreet Singh"
W1543091118,Modelling and recognising 3D-objects described by multiple views using function-described graphs,2003-06-25,en,,false,closed,https://doi.org/10.1109/icpr.2002.1048257,article,"Alberto Sanfeliu,René Alquézar,Francesc Serratosa"
W1543336461,Geometric representations of graphs,2014-01-01,en,,false,closed,https://www.cs.elte.hu/~lovasz/kurzusok/home3.pdf,article,László Lovász
W1543805048,Analysis of link graph compression techniques,2008-03-30,,European Conference on Information Retrieval,false,closed,http://terrierteam.dcs.gla.ac.uk/publications/Hannah08ecir.pdf,conference,"Iadh Ounis,Craig Macdonald,David M. Hannah"
W1544017094,PORGY : réécriture et visualisation de graphes dynamiques,2010-01-26,fr,,false,closed,https://hal.archives-ouvertes.fr/inria-00449745/en,article,"Bruno Pinaud,Guy Mélançon"
W1544252245,Performance comparison of parallel graph coloring algorithms on BSP model using hadoop,2015-02-01,en,"2016 International Conference on Computing, Networking and Communications (ICNC)",false,closed,https://doi.org/10.1109/iccnc.2015.7069325,conference,"Rajiv Misra,Nishant M Gandhi"
W1544422618,Laplacian matrix learning for smooth graph signal representation,2015-04-01,en,,true,green,https://infoscience.epfl.ch/record/205027/files/icassp_graph_learning_camera_ready.pdf,article,"Pierre Vandergheynst,Xiaowen Dong,Dorina Thanou,Pascal Frossard"
W1544562508,An Optimization Technique for Subgraph Matching Strategies,2006-01-01,en,,false,closed,http://www.info.uni-karlsruhe.de/papers/TR_2006_7.pdf,article,Gernot Veit Batz
W1544811519,On covering the points of a graph with point disjoint paths,1974-01-01,en,Lecture notes in mathematics,false,closed,https://doi.org/10.1007/bfb0066442,book series,"F Boesch,S. Chen,James A. M. McHugh"
W1545648536,Subgraph Join: Efficient Processing Subgraph Queries on Graph-Structured XML Document,2005-01-01,en,Lecture notes in computer science,false,closed,http://www.cse.unsw.edu.au/~lxue/paper/WAIM05_hz.pdf,book series,"Wei Wang,Jianzhong Li,Xuemin Lin,Hongzhi Wang"
W1546062759,Calculational graph algorithmics: reconciling two approaches with dynamic algebra,1995-01-01,en,Department of Computer Science [CS],false,closed,http://oai.cwi.nl/oai/asset/5015/05015D.pdf,journal,Kieran Clenaghan
W154613337,Efficient algorithms for synthesizing graphs with given sets of fundamental cuts and cycles,1986-01-01,en,Cybernetics,false,closed,https://doi.org/10.1007/bf01078626,journal,V. F. Rotko
W1546283101,Efficient Subgraph Isomorphism with ‘A Priori’ Knowledge,2000-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2F3-540-44522-6_44.pdf,book series,"Hervé Le-Men,F. Fuchs"
W1546808752,A graph theoretical approach for reconstruction and generation of oriented matroids,2001-01-01,en,,false,closed,https://www.research-collection.ethz.ch/handle/20.500.11850/68107,dissertation,Lukas Finschi
W1546896155,A computational model for generic graph functions,1994-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-57787-4_11,book series,"Marc Gemis,Jan Paredaens,Jan Van den Bussche,P. Peelman"
W1547267316,Computer graphics and molecular modeling,1987-01-01,en,Biochemical Education,false,closed,https://doi.org/10.1016/0307-4412(87)90169-5,journal,Booth Ag
W1547705837,Reduction and expansion of live and safe marked graphs.,1979-01-01,en,,false,closed,http://jglobal.jst.go.jp/en/public/20090422/201002040921612367,article,"Koh J Y,T. Murata"
W1547827848,Conceptual graphs isomorphism: Algorithm and use,1996-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-61534-2_10,book series,Olivier Guinaldo
W1548583360,20aZB-11 Photoinduced bond order transformation from sp^2 to sp^3-type in graphite,2007-02-28,en,日本物理学会講演概要集,false,closed,http://ci.nii.ac.jp/naid/110007182288,journal,"Andrzej Radosz,Tadeusz Luty,Keiichiro Nasu,Łukasz Radosiński"
W1549128059,A chaotic neural network for the attributed relational graph matching problem in pattern recognition,2005-06-07,en,,false,closed,https://doi.org/10.1109/isimp.2004.1434159,article,"Songnian Yu,Shenshen Gu"
W154936575,A system for routing arbitrary communication graphs on simd architectures,1986-01-01,en,,false,closed,http://dl.acm.org/citation.cfm?id=913214,article,S. Tomboulian
W1550254042,Implementation of GRAC algorithm (Graph Algorithm Clustering) in graph database compression,2015-05-01,en,,false,closed,https://doi.org/10.1109/icoict.2015.7231457,article,"Alfian Akbar Gozali,I Gusti Bagus Ady Sutrisna,Wedad Saleh"
W1550427994,Investigation of graph edit distance cost functions for detection of network anomalies,2007-10-07,en,ANZIAM Journal,true,bronze,https://journal.austms.org.au/ojs/index.php/ANZIAMJ/article/download/47/118,journal,"Kutluyıl Doğançay,Kelly Marie Kapsabelis,Peter Dickinson"
W1551696500,A Comparison of Algorithms for Maximum Common Subgraph on Randomly Connected Graphs,2002-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/3-540-70659-3_12.pdf,book series,"Horst Bunke,Carlo Sansone,M. Vento,Corrado Guidobaldi,Pasquale Foggia"
W1551720965,"Views, mappings and functions: Essential definitions to the conceptual graph theory",1994-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-58328-9_11,book series,Guy W. Mineau
W1551886646,Fast Digital Signature Algorithm Based on Subgraph Isomorphism,2007-11-14,en,Cryptology and Network Security,true,bronze,https://link.springer.com/content/pdf/10.1007%2F978-3-540-76969-9_3.pdf,conference,"András Recski,Gábor Fehér,Loránd Szöllösi,Tamás Marosits"
W1552226600,Maintenance of triconnected components of graphs,1992-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-55719-9_87,book series,J. A. La Poutré
W1552282324,An alternative method to crossing minimization on hierarchical graphs,1996-01-01,en,Untitled Event,false,closed,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1331670,journal,Petra Mutzel
W1552796799,A storage structure for graph-oriented databases using an array of element types,2002-11-27,en,,false,closed,https://doi.org/10.1109/glsv.1998.665346,article,"Takuya Tsuji,Teruhisa Hochin"
W1552979598,Function-described graphs applied to 3D object representation,1997-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2F3-540-63507-6_263.pdf,book series,"Francesc Serratosa,Alberto Sanfeliu"
W1553533745,Topological features and iterative node elimination for speeding up subgraph isomorphism detection,2012-11-11,en,,false,closed,,article,"Yongsheng Gao,Horst Bunke,Nicholas Dahm,Terry Caelli"
W1553618013,Interactive graph matching by means of imposing the pairwise costs,2012-11-01,en,Deleted Journal,false,closed,http://dblp.uni-trier.de/db/conf/icpr/icpr2012.html#SerratosaCS12,journal,"Albert Solé-Ribalta,Francesc Serratosa,Xavier Cortés"
W1555302386,Heuristics for laying out information graphs,1994-12-01,en,Computing,true,green,http://eprints.cs.vt.edu/archive/00000369/01/TR-93-27.pdf,journal,"Lenwood S. Heath,Joseph L. Ganley"
W1555303639,On the complexity of optimal drawings of graphs,1990-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-52292-1_12,book series,Franz J. Brandenburg
W1556732419,Exploiting the induced order on type-labeled graphs for fast knowledge retrieval,1994-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-58328-9_19,book series,"Fritz Lėhmann,Gerard Ellis"
W1556943731,Pattern matching in directed graphs,1995-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-60044-2_35,book series,Jianghai Fu
W1557358721,Two algorithms for finding the absolute m-center of a graph.,1971-01-01,en,,false,closed,https://calhoun.nps.edu/bitstream/10945/15952/1/twoalgorithmsfor00reed.pdf,article,John Jesse. Reed
W155841315,Termination detection and universal graph reconstruction,2000-01-01,en,,false,closed,https://hal.science/hal-00307442,preprint,"Yves Métivier,Gérard Tel"
W1558815430,Parallel graph algorithms,1984-12-01,en,,false,closed,https://dl.acm.org/citation.cfm?id=892315,article,"Ernst Mayr,Peter Hochschild,Alan Siegel"
W1559321827,A graph grammar that describes the set of two-dimensional surface networks,2005-11-19,en,Springer eBooks,false,closed,https://doi.org/10.1007/bfb0025734,ebook platform,John L. Pfaltz
W1559367133,A line graph algorithm for clustering chemical structures based on common substructural cores,2003-02-01,en,,false,closed,https://eprints.whiterose.ac.uk/77598/,article,"Peter Willett,John W. Raymond"
W1559578709,Algorithm for determining all finite paths in a 2D directed graph,2006-01-01,en,PRZEGLĄD ELEKTROTECHNICZNY,false,closed,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.baztech-article-BAR0-0014-0030,journal,"M. Twardy,Marcin Szlenk,A. Konrad"
W1560329596,An efficient multigrid method for graph Laplacian systems,2016-01-01,en,ETNA - Electronic Transactions on Numerical Analysis,false,closed,https://difusion.ulb.ac.be/vufind/Record/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/208337/Holdings,journal,"Yvan Notay,Artem Napov"
W1560868107,Online Structural Graph Clustering Using Frequent Subgraph Mining,2010-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/978-3-642-15939-8_14.pdf,book series,"Madeleine Seeland,Stefan Krämer,Fabian Buchwald,Tobias Girschick"
W1561296992,Searching and sweeping graphs: a brief survey,2004-11-01,en,DOAJ (DOAJ: Directory of Open Access Journals),false,closed,https://doaj.org/article/78004aad1f06405ca15244a4f498aecb,repository,Brian Alspach
W1561366676,A time-efficient connected densest subgraph discovery algorithm for big data,2015-08-01,en,,false,closed,https://doi.org/10.1109/nas.2015.7255197,article,"Haiying Shen,Bo Wu"
W1561870291,Hydrocarbon pyrolysis : experiments and graph theoretic modeling,1998-01-01,en,,false,closed,http://dspace.mit.edu/handle/1721.1/10055,dissertation,Kevin Dahm
W1562795156,Breaking symmetries in graph representation,2013-08-03,en,International Joint Conference on Artificial Intelligence,false,closed,https://www.cs.bgu.ac.il/~mcodish/Papers/Sources/ijcai2013.pdf,conference,"Alice Miller,Peter J. Stuckey,Michael Codish,Patrick Prosser"
W1563110094,Datenhierarchie und Kontext- Verarbeitung in der sprachenunabhängigen graphenbasierten Bausteinauswalh in DreSS,2000-10-09,de,Sprachkommunikation,false,closed,http://dblp.uni-trier.de/db/conf/konvens/konvens2000.html#WolffH00,journal,"Diane Hirschfeld,Matthias Wolff"
W1563468814,An efficient implementation of graph grammars based on the RETE matching algorithm,2005-11-22,en,Springer eBooks,false,closed,https://doi.org/10.1007/bfb0017389,ebook platform,"Horst Bunke,Thanh Ha Tran,T. Glauser"
W1563553901,Computing k-Edge-Connected Components of a Multigraph (Special Section on Discrete Mathematics and Its Applications),1993-04-25,en,IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences,false,closed,http://ci.nii.ac.jp/naid/110003215497,journal,"Toshimasa Watanabe,Hiroshi Nagamochi"
W1564348375,Hypergraph based query optimization,2015-01-01,en,2022 International Conference on Computer Communication and Informatics (ICCCI),false,closed,https://doi.org/10.1109/iccci.2015.7218100,conference,"Biswanath Dutta,Animesh Dutta,Moumita Ghosh,Sangeeta Sen"
W1564386177,A novel isomorphism based on nearest neighbours for efficient graph matching algorithm,2004-03-23,en,"2022 17th International Conference on Control, Automation, Robotics and Vision (ICARCV)",false,closed,https://doi.org/10.1109/icarcv.2002.1238511,conference,"D.A.L. Piriyakumar,Paul Levi"
W1564737038,Algorithm development for subgraphs for PMC models for fault analysis,2002-12-30,en,,false,closed,https://doi.org/10.1109/mwscas.1993.342989,article,Vinod Prasad
W1565571837,Integration of graph iterators into LEDA,1999-01-01,en,,false,closed,http://pubman.mpdl.mpg.de/pubman/item/escidoc:1819386,article,Marco Nissen
W1566145584,Learning modes of structural variation in graphs,2004-06-03,en,,false,closed,https://doi.org/10.1109/icip.2003.1246610,article,"Bin Luo,Edwin R. Hancock,Richard C. Wilson"
W1566824879,Discovery of Top-k Dense Subgraphs in Dynamic Graph Collections,2012-01-01,en,Lecture notes in computer science,false,closed,http://delab.csd.auth.gr/papers/SSDBM2012vkp.pdf,book series,"Apostolos N. Papadopoulos,Elena Valari,Maria Kontaki"
W1567449105,I/O-efficient algorithms for localized bisimulation partition construction and maintenance on massive graphs,2012-10-02,en,arXiv (Cornell University),false,closed,https://arxiv.org/pdf/1210.0748v3,repository,"De P.M.E. Bra,Jan Hidders,Yubao Wu,Y Yongming Luo,George Fletcher"
W1567529139,Parallel recognition of outerplanar graphs,1987-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-18099-0_35,book series,Krzysztof Diks
W1567636794,Upward numbering testing for triconnected graphs,1996-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/BFb0021798.pdf,book series,"Ajit A. Diwan,M. Chandramouli"
W1567787353,The role of graphs in computer science,2007-01-01,en,Computer science reports,false,closed,https://pure.tue.nl/ws/files/2315406/631703.pdf,journal,"van Km Kees Hee,Jcm Jos Baeten"
W1567818798,Review on Frequent Subgraph Pattern Mining Algorithms,2013-10-28,en,International Journal of Engineering Research and,false,closed,https://www.ijert.org/research/review-on-frequent-subgraph-pattern-mining-algorithms-IJERTV2IS100903.pdf,journal,"Janki K. Bhut,Mansi Vithalani"
W1568513059,Approximation of dense--subgraph and table compression problems,2005-01-01,en,Science in China Series A Mathematics,false,closed,https://doi.org/10.1360/04ys0167,journal,Dachuan Xu
W1568526421,Data clustering and graph-based image matching methods,2012-06-01,en,,false,closed,http://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.589143,dissertation,Yan Fang
W1569095620,Asymmetric structure-preserving subgraph queries for large graphs,2015-04-01,en,,true,green,http://www.comp.hkbu.edu.hk/%7Ebchoi/fanzheicde15techreport.pdf,article,"Jianliang Xu,Sourav S. Bhowmick,Byron Choi,Zhe Fan"
W1569446070,Polynomial algorithm for graph isomorphism problem,2008-04-22,en,arXiv (Cornell University),false,closed,https://arxiv.org/abs/0804.3615v2,repository,Jarek Duda
W1569588123,Output-Sensitive Algorithms for Enumerating Minimal Transversals for Some Geometric Hypergraphs,2009-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-642-04128-0_13,book series,"Imran Rauf,Khaled Elbassioni,Kazuhisa Makino"
W1569943499,ArchE: A graph drawing system for archaeology,1997-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/3-540-63938-1_72.pdf,book series,"Igor Pouchkarev,Christoph Hundack,Petra Mutzel,Stefan Thome"
W1570131048,Handbook of graph theory,2005-01-01,en,Choice Reviews Online,false,closed,https://doi.org/10.5860/choice.42-2854b,journal,"Jay Yellen,Jonathan Groß"
W1570240419,Shape representation for object correspondence based on sub-graph matching and fourier descriptors,1998-09-01,en,European Signal Processing Conference,false,closed,http://dblp.uni-trier.de/db/conf/eusipco/eusipco1998.html#MarquesG98,conference,"Guillermo Gutiérrez,Ferrari Marques"
W1570247871,Conceptual graphs: deduction from a perspective of graph matching,1997-01-01,en,,false,closed,https://www.narcis.nl/publication/RecordID/oai%3Adare.uva.nl%3Apublications%2Fd95a54cb-2f0e-4456-a60c-b0a2ce2199b9,article,Gwen Kerdiles
W157039134,A Two-Stage Discrete Optimization Method for Largest Common Subgraph Problems,1999-08-25,en,,false,closed,,article,"Junji Kitamichi,Nobuo Funabiki"
W1570803253,The recognition of triangle graphs.,2011-01-01,en,Symposium on Theoretical Aspects of Computer Science,false,closed,https://doi.org/10.4230/LIPIcs.STACS.2011.591,conference,George B. Mertzios
W1570856340,Efficient subgraph search over large uncertain graphs,2011-08-01,en,Proceedings of the VLDB Endowment,true,bronze,https://dl.acm.org/doi/pdf/10.14778/3402707.3402726,journal,"Haixun Wang,Lei Chen,Guoren Wang,Ye Yuan"
W1572450595,Testing isomorphism of outerplanar graphs in parallel,2005-11-23,en,Mathematical Foundations of Computer Science,false,closed,https://doi.org/10.1007/bfb0017145,conference,"Bogdan S. Chlebus,Tomasz Radzik,Krzysztof Diks"
W1572474545,Analysis and implementation of graph indexing for graph database using GraphGrep algorithm,2015-05-01,en,,false,closed,https://doi.org/10.1109/icoict.2015.7231397,article,"Wedad Saleh,Alfian Akbar Gozali,Emir Septian Sori Dongoran"
W1573076042,A new definition for fuzzy attributed graph homomorphism with application to structural shape recognition in brain imaging,2003-01-20,en,,false,closed,https://doi.org/10.1109/imtc.1999.776131,article,"Isabelle Bloch,Aymeric Perchant"
W1573289994,"Modeling, classification and analysis of graph structures",2013-12-13,en,,false,closed,http://dspace.unive.it/bitstream/10579/4638/1/phdthesis.pdf,dissertation,Luca Rossi
W1573606501,A control scheme for eliminating garbage collection during highspeed analysis of big-graph data stored in NAND flash memory,2015-05-01,en,2022 IEEE International Symposium on Circuits and Systems (ISCAS),false,closed,https://doi.org/10.1109/iscas.2015.7169207,conference,"Hiroshi Uchigaito,Takumi Nito,Seiji Miura"
W1573638212,Techniques for the design of parallel graph algorithms,1989-01-01,en,,false,closed,http://dl.acm.org/citation.cfm?id=915826,article,"Donald S. Fussell,Ramakrishna Thurimella"
W1573709205,Development of Memory Structures for Homographs Using Pathfinder Network Representations,2003-01-01,en,The Spanish Journal of Psychology,false,closed,http://www.redalyc.org/pdf/172/17260103.pdf,journal,"Almudena Giménez de la Peña,Jesús Ortiz,Pablo Fernández‐Berrocal"
W1574038964,Near optimal algorithms for finding minimum Steiner trees on random graphs,2005-11-13,en,Mathematical Foundations of Computer Science,false,closed,https://doi.org/10.1007/bfb0016276,conference,"Alberto Marchetti-Spaccamela,Marco Protasi,Maurizio Talamo,Luděk Kučera"
W1574049839,Path-controlled graph grammars for multiresolution image processing and analysis,1994-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-57787-4_1,book series,"Akira Nakamura,Kunio Aizawa"
W1575259057,Finding a negative cycle in a directed graph,1985-01-01,en,,false,closed,https://publikationen.sulb.uni-saarland.de/bitstream/20.500.11880/26526/1/fb14_1985_05.pdf,article,Athanasios K. Tsakalidis
W1575712164,Topographic data mapping by balanced hypersphere tessellation,1996-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-61626-8_61,book series,"Hans Pohl,Matthias Besch"
W1575870289,Parallele Speicherverwaltung für einen graphischen Arbeitsplatzrechner.,1985-01-01,de,GI Jahrestagung,false,closed,https://dblp.uni-trier.de/db/conf/gi/gi85.html#LinemayrR85,journal,"M. Rudalics,I. Linemayr"
W1577584771,Approximating the path-distance-width for k -cocomparability graphs,2011-02-28,en,研究報告アルゴリズム（AL）,false,closed,http://www-erato.ist.hokudai.ac.jp/html/php/workshop_2011_summer/otachi.pdf,journal,"Koichi Yamazaki,Yamanaka Katsuhisa,Shuji Kijima,Yoshio Okamoto,Hirotaka Ono,Yushi Uno,Otachi Yota,Toshiki Saitoh"
W1579193255,Detecting changes in time series of network graphs using minimum mean squared error and cumulative summation,2007-10-07,en,ANZIAM Journal,true,bronze,https://journal.austms.org.au/ojs/index.php/ANZIAMJ/article/download/62/121,journal,Brandon Pincombe
W1579316156,A Recursive Procedure for Designing Optimal d-Matched Digraphs,2003-05-01,en,IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences,false,closed,http://ci.nii.ac.jp/naid/110003221205,journal,"Yasumasa Sujaku,Yoshida Kiyoaki,Tohru Kohda"
W1579439267,Implementing logical variables and disjunctions in graph rewrite systems,1993-01-02,en,John Wiley and Sons Ltd eBooks,false,closed,https://dl.acm.org/citation.cfm?id=167870,ebook platform,Peter McBrien
W1579502923,The design and analysis of algorithms and data structures for the efficient solution of graph theoretic problems on mimd computers,1983-01-01,en,,false,closed,https://dl.acm.org/citation.cfm?id=911111,article,Michael J. Quinn
W1579986436,Pregel meets UnCAL: A systematic framework for transforming big graphs,2015-04-01,en,,false,closed,https://doi.org/10.1109/icdew.2015.7129585,article,Le-Duc Tung
W1580557560,Synthesis of function-described graphs,1998-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2FBFb0033229.pdf,book series,"René Alquézar,Alberto Sanfeliu,Francesc Serratosa"
W1581566161,Towards Balance-Affinity Tradeoff in Concurrent Subgraph Traversals,2015-05-01,en,,false,closed,https://doi.org/10.1109/ipdps.2015.25,article,"Yinglong Xia,Jui-Hsin Lai,Lifeng Nai"
W1582148369,Algebraic algorithms for graph isomorphism problems,2006-01-01,en,,false,closed,https://www.learntechlib.org/p/129599/,article,Kening He
W1582858508,Simple algorithm for recognizing lake-free 4-map graphs (Models of Computation and Algorithms),1999-04-01,en,RIMS Kokyuroku,false,closed,https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/62975/1/1093-8.pdf,journal,Zhi‐Zhong Chen
W1582955316,Fehlertolerante Mustererkennung in Linienbildern durch Teilgraphenisomorphie und diskriminierende Graphen,1985-01-01,de,Informatik-Fachberichte,false,closed,https://doi.org/10.1007/978-3-642-70638-7_6,book series,"Peter Kuner,Gerd Maderlechner,Joachim Kreich"
W1583153624,S as a programming environment for data analysis and graphics,1986-06-01,en,,false,closed,https://dl.acm.org/citation.cfm?id=26062,article,John M. Chambers
W1583681625,Searching connected components in very large grid graphs,1987-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-17218-1_54,book series,"Heimo Müller,S. Abramowski"
W158410077,One Sufficient Condition for Hamiltonian Graph Using Its Spanning Subgraph.,2009-01-01,en,"Systems, Man and Cybernetics",false,closed,https://dblp.uni-trier.de/db/conf/smc/smc2009.html#LiaoHHC09b,conference,"Simone Hu,Weijun Chen,Zhiwu Melody Liao,Xiaolong Huang"
W1584758014,The interpretation of graphs and tables,1998-01-01,en,,false,closed,http://ci.nii.ac.jp/ncid/BA60971941?l=ja,article,Emily Dibble
W158501639,Agent Framework For Decomposing a Graph Into the Equally Sized Subgraphs.,2008-01-01,en,FCS,false,closed,https://dblp.uni-trier.de/db/conf/fcs/fcs2008.html#KotulskiS08,journal,"Adam Sędziwy,Leszek Kotulski"
W1585754447,Computing Lightweight Spanning Subgraphs Locally,2008-01-01,en,,false,closed,https://via.library.depaul.edu/cgi/viewcontent.cgi?article=1001&context=tr,article,"Ljubomir Perković,Iyad Kanj,Ge Xia"
W1586088127,Pattern recognition of strong graphs based on possibilistic c-means and k-formulae matching,1999-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/bfb0095078,book series,"Laurent Wendling,Jacky Desachy"
W1586289551,Comparative analysis of PropertyFirst vs. EntityFirst modeling approaches in graph databases,2015-04-21,en,,false,closed,https://harvest.usask.ca/handle/10388/ETD-2015-03-2005,article,Milan Bogunovic
W1587816136,A neural supergraph matching architecture,2006-01-05,en,"Proceedings. 2005 IEEE International Joint Conference on Neural Networks, 2005.",true,green,http://www.cs.york.ac.uk/auramol/2005ijcnn.pdf,conference,"J. Austin,Stefan Klinger"
W1587849774,Bicliques in graphs II: Recognizing k-path graphs and underlying graphs of line digraphs,1997-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/bfb0024504,book series,Erich Prisner
W1587885046,Directed graphs drawing by Clan-based decomposition,1996-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007%2FBFb0021831.pdf,book series,"C. L. McCreary,Fwu -Shan Shieh"
W1588267227,Discrete geometric analysis of message passing algorithm on graphs,2010-03-24,en,application/pdf,false,closed,https://ir.soken.ac.jp/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=1676&item_no=1&page_id=29&block_id=155,other,"ユウスケ ワタナベ,有祐 渡辺"
W1588996601,Practical applications of precedence graph grammars,1987-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-18771-5_62,book series,Manfred Kaul
W1589029244,An Efficient Distributed Subgraph Mining Algorithm in Extreme Large Graphs,2010-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-642-16530-6_14,book series,"Bin Wu,Yunlong Bai"
W1589242672,PrefIndex: An Efficient Supergraph Containment Search Technique,2010-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/978-3-642-13818-8_26,book series,"Xuemin Lin,Haichuan Shang,Gaoping Zhu,Wei Wang,Wenjie Zhang"
W1589367984,Optimal vertex ordering of a graph and its application to symmetry detection,1992-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-55121-2_14,book series,"Horst Bunke,Xiaoyi Jiang"
W1590020939,A New Algorithm for the Hypergraph Transversal Problem,2005-01-01,en,Untitled Event,false,closed,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1328794,journal,"Khaled Elbassioni,Lusheng Wang,Leonid Khachiyan,Vladimir Gurvich,Endre Boros"
W1590160277,The K-Gabriel graphs and their applications,1990-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/3-540-52921-7_56,book series,"Tung-Hsin Su,Ruei‐Chuan Chang"
W1590184968,A new graph invariant for graph isomorphism: Probability propagation matrix,1999-05-01,en,Journal of information science and engineering,false,closed,https://dblp.uni-trier.de/db/journals/jise/jise15.html#KingT99,journal,"Wen-Guey Tzeng,Gow Hsing King"
W1591628516,GraphEd: A graphical platform for the implementation of graph algorithms (extended abstract and demo),1995-01-01,en,Lecture notes in computer science,true,bronze,https://link.springer.com/content/pdf/10.1007/3-540-58950-3_370.pdf,book series,Michael Himsolt
W1591658152,A New Approach and Faster Exact Methods for the Maximum Common Subgraph Problem,2005-01-01,en,Lecture notes in computer science,false,closed,https://doi.org/10.1007/11533719_73,book series,"Nagiza F. Samatova,Christopher T. Symons,Michael A. Langston,W. Henry Suters,Faisal N. Abu-Khzam,Yun Zhang"
W1591782103,Classification using graph partitioning,2012-11-01,en,,false,closed,,article,"Ventzeslav Valev,Nicola Yanev"
